query_protein,similar_protein,similarity
P0C0Y8,Q3J1A5,0.9999999
P0C0Y8,P06009,0.9878105
P0C0Y8,P06010,0.9867528
P0C0Y8,P0A444,0.9817035
P0C0Y8,P0C0Y9,0.97598374
P0C0Y8,Q3J1A6,0.97598374
P0C0Y8,P11741,0.9536791
P0C0Y8,Q46393,0.9521239
P0C0Y8,Q86YB8,0.9439728
P0C0Y8,Q4R2T2,0.9434155
P0C0Y9,Q3J1A6,0.99999994
P0C0Y9,P06010,0.9835155
P0C0Y9,P0A444,0.9813194
P0C0Y9,P0C0Y8,0.97598374
P0C0Y9,Q3J1A5,0.97598374
P0C0Y9,P11439,0.95210254
P0C0Y9,P06009,0.95053554
P0C0Y9,P22869,0.9503913
P0C0Y9,Q4R2T2,0.9485011
P0C0Y9,Q86WV6,0.9482031
P0C1U9,P72525,0.9835868
P0C1U9,Q8Y7N7,0.93939483
P0C1U9,Q4L5E4,0.93671435
P0C1U9,P37551,0.9362807
P0C1U9,Q5HEB7,0.9356257
P0C1U9,P43702,0.9343342
P0C1U9,P37062,0.9334693
P0C1U9,Q97E82,0.9319219
P0C1U9,A0A0H3JRU9,0.9318123
P0C1U9,P43700,0.93146384
P0C1V1,Q51911,0.9048778
P0C1V1,P04926,0.89575183
P0C1V1,P00646,0.88335043
P0C1V1,P06716,0.8705659
P0C1V1,Q46220,0.8513711
P0C1V1,P15917,0.84641963
P0C1V1,P43683,0.8455888
P0C1V1,P0A076,0.84458107
P0C1V1,P09598,0.8434143
P0C1V1,P29827,0.8428358
P0C264,Q13470,0.9638372
P0C264,Q8NFA2,0.95760214
P0C264,Q99640,0.95187604
P0C264,Q02846,0.9515728
P0C264,Q9NRA0,0.9515201
P0C264,Q52WX2,0.95060223
P0C264,Q9H4B4,0.950101
P0C264,O95382,0.9482777
P0C264,Q09013,0.9464803
P0C264,Q16671,0.9441875
P0C278,Q9Z4P0,0.97926307
P0C278,P83223,0.97343016
P0C278,Q8DNB6,0.94351226
P0C278,P45494,0.94346285
P0C278,A0A0H2XJ39,0.9404042
P0C278,P37700,0.93868756
P0C278,Q75Y35,0.93847346
P0C278,Q8Z2X8,0.93840486
P0C278,P40943,0.9370231
P0C278,P0AAJ3,0.9366873
P0C2P0,P37672,0.9667213
P0C2P0,Q9FDN7,0.9585309
P0C2P0,P60327,0.95664066
P0C2P0,P96965,0.9557117
P0C2P0,P13981,0.95555747
P0C2P0,P9WIQ1,0.95534587
P0C2P0,P0A9M5,0.954288
P0C2P0,Q51782,0.9540328
P0C2P0,P77150,0.95329607
P0C2P0,P0A1F6,0.953282
P0C2S5,P37698,0.98869944
P0C2S5,Q59325,0.96720636
P0C2S5,P37700,0.9575267
P0C2S5,P51584,0.95653164
P0C2S5,P09152,0.9522505
P0C2S5,Q72EF3,0.94619524
P0C2S5,P16218,0.9452363
P0C2S5,Q7SIA3,0.94483435
P0C2S5,P81040,0.94401306
P0C2S5,P00691,0.942686
P0C8P8,P29827,0.95118916
P0C8P8,P22619,0.8987957
P0C8P8,P15273,0.8937789
P0C8P8,P00646,0.89208794
P0C8P8,P23827,0.8833765
P0C8P8,O06796,0.8813434
P0C8P8,L0DSL2,0.88075244
P0C8P8,P84887,0.88068247
P0C8P8,Q13233,0.877787
P0C8P8,P29723,0.87765336
P0CG04,P01857,0.8703208
P0CG04,Q7Z3Y4,0.86848986
P0CG04,P23083,0.85933495
P0CG04,P01859,0.85645854
P0CG04,P01768,0.8505494
P0CG04,P01764,0.848503
P0CG04,P80748,0.84845626
P0CG04,P17538,0.83486724
P0CG04,P01834,0.8348156
P0CG04,P07148,0.8335152
P0CG22,Q70Z44,0.84663427
P0CG22,Q96QU6,0.8406726
P0CG22,Q9UKY3,0.8380146
P0CG22,P49662,0.837973
P0CG22,Q96Q40,0.83398795
P0CG22,Q4W8W1,0.8307115
P0CG22,Q96P88,0.8299905
P0CG22,P10176,0.82989293
P0CG22,P40261,0.82778764
P0CG22,Q8WXA8,0.82671964
P0CG29,P0CG30,0.99916387
P0CG29,P30711,0.96728337
P0CG29,P40261,0.9482553
P0CG29,P21964,0.9384314
P0CG29,Q99685,0.9368398
P0CG29,Q9Y6A2,0.9368078
P0CG29,P49327,0.93651736
P0CG29,O75716,0.93553823
P0CG29,Q9H4Y5,0.9323988
P0CG29,P34913,0.93065333
P0CG30,P0CG29,0.99916387
P0CG30,P30711,0.96464896
P0CG30,P40261,0.94743127
P0CG30,P21964,0.9428645
P0CG30,P49327,0.9389143
P0CG30,Q9Y6A2,0.9384466
P0CG30,Q99685,0.9376421
P0CG30,O75716,0.93760467
P0CG30,Q5JTZ9,0.93483794
P0CG30,P14324,0.93411136
P0CG47,P0CG48,0.9511359
P0CG47,P11142,0.83523
P0CG47,Q9BQE3,0.8305085
P0CG47,P0DP24,0.83012265
P0CG47,P0DP25,0.83012265
P0CG47,P0DP23,0.83012265
P0CG47,P68363,0.829444
P0CG47,Q71U36,0.8282821
P0CG47,P62736,0.82556343
P0CG47,P0DPH8,0.82414234
P0CG48,P0CG47,0.9511359
P0CG48,O95819,0.78841627
P0CG48,P11142,0.77436703
P0CG48,P00362,0.7688753
P0CG48,P02538,0.7664214
P0CG48,P46782,0.7652048
P0CG48,P29395,0.7619395
P0CG48,P04264,0.76109767
P0CG48,P04406,0.7591808
P0CG48,Q8WYK2,0.75744957
P0CI79,P05102,0.95751226
P0CI79,P11409,0.94709635
P0CI79,P50870,0.9397199
P0CI79,P41972,0.9395894
P0CI79,P12461,0.939521
P0CI79,P00469,0.93897074
P0CI79,Q8GEZ8,0.9389485
P0CI79,P43490,0.93892443
P0CI79,Q8DP79,0.9375806
P0CI79,P37747,0.9370626
P0DJ06,P20261,0.93235445
P0DJ06,P32947,0.93012303
P0DJ06,P29717,0.9172857
P0DJ06,P37700,0.9057492
P0DJ06,Q8DR59,0.8976346
P0DJ06,Q04707,0.8973062
P0DJ06,P0A3M6,0.8968811
P0DJ06,P0A3M5,0.8968811
P0DJ06,P42790,0.8945314
P0DJ06,P13650,0.8927418
P0DJD9,P07339,0.8995364
P0DJD9,P15085,0.86335707
P0DJD9,P07477,0.85867035
P0DJD9,P08217,0.8560607
P0DJD9,P07858,0.8532114
P0DJD9,P07478,0.85207075
P0DJD9,P15144,0.84902495
P0DJD9,P07711,0.8474239
P0DJD9,O60911,0.8425789
P0DJD9,Q13231,0.84120965
P0DM80,P0A9E0,0.95971876
P0DM80,P07026,0.9550376
P0DM80,P52687,0.9534727
P0DM80,Q9XB61,0.9492332
P0DM80,P42345,0.9473219
P0DM80,P94182,0.9444459
P0DM80,P9WPP7,0.94343674
P0DM80,Q6NUS8,0.9426333
P0DM80,P31491,0.940902
P0DM80,O60733,0.94010127
P0DMS8,P30542,0.97509146
P0DMS8,P43088,0.9526702
P0DMS8,P29275,0.94664735
P0DMS8,Q9UBY5,0.94589496
P0DMS8,Q8TDS4,0.943048
P0DMS8,Q99500,0.94257945
P0DMS8,P30968,0.94109905
P0DMS8,Q9BXA5,0.9399502
P0DMS8,P21453,0.93955314
P0DMS8,Q9Y271,0.9391002
P0DMV8,P0DMV9,1.0000001
P0DMV8,P54652,0.9952824
P0DMV8,Q05639,0.9499998
P0DMV8,P11021,0.9468312
P0DMV8,P13929,0.9445275
P0DMV8,P25705,0.94252604
P0DMV8,P11142,0.93713945
P0DMV8,P62826,0.9355693
P0DMV8,P06733,0.9353541
P0DMV8,Q06609,0.93525565
P0DMV9,P0DMV8,1.0000001
P0DMV9,P54652,0.9952824
P0DMV9,Q05639,0.9499998
P0DMV9,P11021,0.9468312
P0DMV9,P13929,0.9445275
P0DMV9,P25705,0.94252604
P0DMV9,P11142,0.93713945
P0DMV9,P62826,0.9355693
P0DMV9,P06733,0.9353541
P0DMV9,Q06609,0.93525565
P0DOY6,P80377,0.9295933
P0DOY6,P0ADY7,0.9250027
P0DOY6,P0AG59,0.9216418
P0DOY6,Q5SHN3,0.9199796
P0DOY6,Q59334,0.91980815
P0DOY6,P17291,0.9197688
P0DOY6,P80374,0.9197359
P0DOY6,P62669,0.9184965
P0DOY6,P49228,0.91619
P0DOY6,P60493,0.9147091
P0DOY7,P62658,0.99749297
P0DOY7,P38516,0.919441
P0DOY7,Q5SHN7,0.91143864
P0DOY7,Q8RQE8,0.90902805
P0DOY7,Q5SHQ5,0.9074975
P0DOY7,Q5SJH3,0.90563893
P0DOY7,P80371,0.9035846
P0DOY7,P62662,0.9035846
P0DOY7,P80372,0.8995907
P0DOY7,P62663,0.8995907
P0DOY9,P80373,0.96228063
P0DOY9,Q5SJH3,0.9538975
P0DOY9,Q5SHZ4,0.9527204
P0DOY9,Q84FH6,0.9484345
P0DOY9,P17291,0.9472696
P0DOY9,P62662,0.9459331
P0DOY9,P80371,0.9459331
P0DOY9,Q5SL87,0.9395559
P0DOY9,P62669,0.936102
P0DOY9,Q5SJI0,0.9347358
P0DP23,P0DP24,0.99999994
P0DP23,P0DP25,0.99999994
P0DP23,P84077,0.9171732
P0DP23,P01112,0.91064
P0DP23,P63261,0.90945184
P0DP23,P62736,0.9092566
P0DP23,P60709,0.909083
P0DP23,P68133,0.90821856
P0DP23,P11142,0.90457815
P0DP23,Q9BQE3,0.90413743
P0DP24,P0DP25,0.99999994
P0DP24,P0DP23,0.99999994
P0DP24,P84077,0.9171732
P0DP24,P01112,0.91064
P0DP24,P63261,0.90945184
P0DP24,P62736,0.9092566
P0DP24,P60709,0.909083
P0DP24,P68133,0.90821856
P0DP24,P11142,0.90457815
P0DP24,Q9BQE3,0.90413743
P0DP25,P0DP24,0.99999994
P0DP25,P0DP23,0.99999994
P0DP25,P84077,0.9171732
P0DP25,P01112,0.91064
P0DP25,P63261,0.90945184
P0DP25,P62736,0.9092566
P0DP25,P60709,0.909083
P0DP25,P68133,0.90821856
P0DP25,P11142,0.90457815
P0DP25,Q9BQE3,0.90413743
P0DPH7,P0DPH8,1.0
P0DPH7,Q9BQE3,0.9978523
P0DPH7,P68363,0.9962494
P0DPH7,Q71U36,0.9958947
P0DPH7,P68366,0.9917847
P0DPH7,P62736,0.97277874
P0DPH7,P68133,0.9717334
P0DPH7,P60709,0.96478117
P0DPH7,P63261,0.9645431
P0DPH7,Q9NY65,0.9449258
P0DPH8,P0DPH7,1.0
P0DPH8,Q9BQE3,0.9978523
P0DPH8,P68363,0.9962494
P0DPH8,Q71U36,0.9958947
P0DPH8,P68366,0.9917847
P0DPH8,P62736,0.97277874
P0DPH8,P68133,0.9717334
P0DPH8,P60709,0.96478117
P0DPH8,P63261,0.9645431
P0DPH8,Q9NY65,0.9449258
P10092,P06881,0.9863629
P10092,P01303,0.93410754
P10092,Q16568,0.9281111
P10092,P12872,0.92103934
P10092,P04085,0.91150194
P10092,P54710,0.8992311
P10092,O43677,0.89347863
P10092,P06307,0.8886074
P10092,P24311,0.8871931
P10092,Q06481,0.88575757
P10109,Q9NPB1,0.9390164
P10109,Q9NZB8,0.93670726
P10109,O00142,0.9366544
P10109,Q16595,0.92726505
P10109,P20674,0.9179862
P10109,Q16775,0.9161019
P10109,P10606,0.9127394
P10109,P42126,0.91184896
P10109,Q13574,0.91078734
P10109,Q8IXJ6,0.9090622
P10114,P61586,0.9566886
P10114,P20339,0.9317582
P10114,P63092,0.9226615
P10114,P35232,0.91854644
P10114,P01112,0.91795605
P10114,P63098,0.915881
P10114,Q13838,0.91459346
P10114,O43447,0.91374254
P10114,P36405,0.9129118
P10114,Q13557,0.9118472
P10145,P02778,0.938148
P10145,P01375,0.9243405
P10145,O60939,0.9241292
P10145,P13726,0.92231905
P10145,P01579,0.9173833
P10145,O75899,0.91607744
P10145,Q14624,0.91317517
P10145,Q6ZQN7,0.9119565
P10145,P02775,0.9112687
P10145,P41180,0.91125417
P10153,P12724,0.9648955
P10153,P07998,0.9384172
P10153,P34096,0.91701376
P10153,O15393,0.89582634
P10153,Q9UKQ2,0.89554244
P10153,P04003,0.8935
P10153,P08174,0.8929947
P10153,Q9H306,0.88825274
P10153,P33151,0.8856261
P10153,P26951,0.88486826
P10176,O15554,0.88057643
P10176,Q13258,0.8777542
P10176,Q6NXR0,0.8773846
P10176,P30536,0.8686379
P10176,O75908,0.86849684
P10176,P51693,0.86692613
P10176,P16860,0.86646587
P10176,O15496,0.86471915
P10176,P43220,0.8640735
P10176,Q8TD43,0.8640313
P10253,P04062,0.9698892
P10253,P17405,0.96647716
P10253,P54802,0.9658594
P10253,P09958,0.9655546
P10253,Q14697,0.96309793
P10253,P08514,0.9622911
P10253,P09172,0.958969
P10253,Q16769,0.95794976
P10253,Q16853,0.95785075
P10253,O75173,0.9574747
P10275,P06401,0.9760119
P10275,Q92570,0.94745183
P10275,O43474,0.9444711
P10275,Q9UQF2,0.93640065
P10275,Q8TEK3,0.9344885
P10275,O95644,0.9333462
P10275,P03372,0.9312977
P10275,P36956,0.92363
P10275,Q99814,0.92353576
P10275,P20393,0.9225163
P10276,P10826,0.99395347
P10276,P13631,0.992841
P10276,O95718,0.94025356
P10276,P62508,0.9328556
P10276,P48443,0.9287806
P10276,Q8IVH8,0.9239315
P10276,P19793,0.92035055
P10276,P41743,0.91728705
P10276,Q12756,0.9164882
P10276,O43739,0.9146775
P10340,P0A3D9,0.9887926
P10340,P61949,0.9465298
P10340,Q9ZK53,0.9381826
P10340,P00322,0.9324848
P10340,Q8NW68,0.93051577
P10340,Q59192,0.9287454
P10340,A0A0H3JRU9,0.9285606
P10340,Q59961,0.92804396
P10340,Q6GI75,0.9255336
P10340,P41972,0.9231066
P10384,P22340,0.957747
P10384,P48632,0.9557649
P10384,P06971,0.9516225
P10384,P17315,0.9508125
P10384,P0A915,0.9459828
P10384,Q4KH25,0.9459618
P10384,P0A910,0.9392574
P10384,P32722,0.93863535
P10384,P02943,0.9371812
P10384,P0A917,0.93449605
P10398,P15056,0.98474646
P10398,P04049,0.9795543
P10398,Q14289,0.9668406
P10398,P11274,0.96459913
P10398,P53667,0.9629978
P10398,O75469,0.96048707
P10398,O15530,0.9593402
P10398,P14598,0.95759463
P10398,P53671,0.9570987
P10398,O75912,0.9564729
P10415,Q92952,0.94185185
P10415,Q9UL51,0.9413352
P10415,Q12809,0.93718135
P10415,P51787,0.93599933
P10415,P51788,0.9316889
P10415,Q00975,0.9304289
P10415,Q13574,0.92773724
P10415,P56696,0.92426395
P10415,Q07812,0.922029
P10415,Q96L34,0.91935015
P10478,P16218,0.9740741
P10478,P37700,0.9566931
P10478,P43133,0.95022136
P10478,P37957,0.9495826
P10478,P00800,0.94928753
P10478,P40943,0.94892126
P10478,Q8GJ44,0.94558024
P10478,P19571,0.9444964
P10478,Q60037,0.94330335
P10478,Q8XJ01,0.94326746
P10515,P51659,0.93735045
P10515,O95831,0.93191653
P10515,P22314,0.9316045
P10515,P07814,0.9306476
P10515,P18858,0.9299593
P10515,Q96I99,0.92920274
P10515,Q8IXJ6,0.9289342
P10515,P30419,0.92809963
P10515,O14618,0.9255109
P10515,P47985,0.92457825
P10589,O75914,0.9321697
P10589,O95819,0.92320985
P10589,Q13554,0.9183974
P10589,P27448,0.91761297
P10589,P19793,0.9172928
P10589,Q13555,0.91671693
P10589,Q13177,0.9157059
P10589,P08865,0.9095888
P10589,Q9UQM7,0.8990464
P10589,Q13557,0.89599174
P10599,P29762,0.8918001
P10599,P00374,0.889206
P10599,P24666,0.8868354
P10599,P30085,0.8838672
P10599,P62258,0.8834272
P10599,P04075,0.8817216
P10599,Q04917,0.88132775
P10599,P07148,0.8798689
P10599,P06733,0.87978274
P10599,Q9H4G4,0.87969035
P10600,P01137,0.96904385
P10600,P50591,0.9645767
P10600,P06213,0.9622092
P10600,P06858,0.96027637
P10600,Q9Y5X9,0.95972955
P10600,P19827,0.9587819
P10600,P49767,0.9582083
P10600,Q16832,0.9577893
P10600,P08069,0.9559499
P10600,Q14624,0.9557696
P10606,P20674,0.9413971
P10606,O75380,0.94084144
P10606,O43181,0.9387373
P10606,O95178,0.93506396
P10606,Q02221,0.92676574
P10606,P08574,0.92442703
P10606,Q16568,0.9222062
P10606,P30049,0.91804504
P10606,P13498,0.9167601
P10606,O00264,0.91544414
P10613,P50859,0.9963112
P10613,P10614,0.9939213
P10613,Q92206,0.9717928
P10613,Q16850,0.97081363
P10613,O95470,0.96332014
P10613,O60488,0.961277
P10613,Q8N5Z0,0.954823
P10613,P09788,0.95333636
P10613,P30418,0.9525616
P10613,O75936,0.95091736
P10614,P50859,0.9968755
P10614,P10613,0.9939213
P10614,Q16850,0.9689843
P10614,O60488,0.9646671
P10614,O95470,0.9646256
P10614,Q92206,0.964165
P10614,Q8N5Z0,0.96159494
P10614,P09788,0.95160186
P10614,P54716,0.95138514
P10614,P23786,0.9500993
P10620,Q9UM01,0.959167
P10620,P30531,0.95260346
P10620,Q9NXB9,0.95214665
P10620,Q9NY91,0.9504099
P10620,Q9UPY5,0.94735867
P10620,Q8WW43,0.94733745
P10620,Q15067,0.9459275
P10620,P23975,0.944846
P10620,Q9UN76,0.9435301
P10620,P33121,0.94341004
P10632,P11712,0.99257606
P10632,P33261,0.99131656
P10632,P33260,0.9907093
P10632,P11509,0.97336006
P10632,P05181,0.9423924
P10632,Q03013,0.9401344
P10632,P09488,0.9396523
P10632,P28161,0.9371204
P10632,P46439,0.93622124
P10632,P17516,0.927773
P10635,Q92781,0.9472991
P10635,P20813,0.946745
P10635,Q6V0L0,0.94246763
P10635,Q9NYR8,0.94017255
P10635,P16066,0.9365235
P10635,Q05932,0.935379
P10635,O00519,0.92908
P10635,P50336,0.92821103
P10635,P20594,0.92814636
P10635,Q9NYA1,0.92633295
P10636,Q9Y2H9,0.92506945
P10636,Q96IZ0,0.9092016
P10636,Q969V6,0.90896356
P10636,P25440,0.9073242
P10636,Q9NQS7,0.9018816
P10636,Q5JVS0,0.8993571
P10636,Q9NYX4,0.89428395
P10636,Q00613,0.88993585
P10636,Q2M2I8,0.88206106
P10636,P17600,0.8812807
P10644,O43739,0.9607701
P10644,Q99418,0.9511823
P10644,P63092,0.9404265
P10644,P41743,0.94041485
P10644,P13637,0.9385651
P10644,P05023,0.9379685
P10644,P50993,0.93717635
P10644,O14983,0.93416286
P10644,P31749,0.9337893
P10644,P16615,0.93277776
P10696,P05187,0.997522
P10696,P09923,0.99626553
P10696,P16444,0.96640897
P10696,P05186,0.9651692
P10696,P50897,0.9607748
P10696,P09958,0.9559744
P10696,P24298,0.9536525
P10696,P04062,0.9522086
P10696,P22570,0.95198846
P10696,P19440,0.95032966
P10721,P16234,0.9941971
P10721,P17948,0.99170953
P10721,P35968,0.9905089
P10721,Q02763,0.9881418
P10721,P08581,0.9845528
P10721,Q59EB3,0.97896385
P10721,P13612,0.97697103
P10721,O15146,0.976938
P10721,Q9UKQ2,0.9752859
P10721,P09619,0.9720107
P10724,P39593,0.9551482
P10724,P53608,0.94736934
P10724,P54548,0.94531685
P10724,P39594,0.93895257
P10724,O34450,0.93833137
P10724,P52026,0.9380086
P10724,P83812,0.9367591
P10724,O35000,0.9324721
P10724,Q02169,0.93020606
P10724,P50740,0.92824984
P10745,Q96RQ9,0.95157427
P10745,P0C0L5,0.95027936
P10745,Q04912,0.95016325
P10745,O95479,0.9500822
P10745,P09619,0.94840336
P10745,Q99542,0.9472841
P10745,P35916,0.94495213
P10745,P38435,0.94347036
P10745,P09848,0.94257635
P10745,P20701,0.94137096
P10768,P40925,0.9648602
P10768,Q9Y617,0.9594196
P10768,P52209,0.9581305
P10768,P40926,0.95179904
P10768,P0AB71,0.95153916
P10768,Q9ZF99,0.95132256
P10768,Q96I99,0.9495425
P10768,P22061,0.9490202
P10768,P16930,0.9488925
P10768,O75874,0.948315
P10802,Q9HZZ3,0.91714925
P10802,P42443,0.9083586
P10802,Q51225,0.899413
P10802,P18925,0.8970655
P10802,Q8P9V9,0.89555454
P10802,Q9KKU4,0.8946247
P10802,P0A7J6,0.89413947
P10802,P19480,0.8936418
P10802,P60906,0.8911735
P10802,Q840M4,0.8906257
P10809,P17980,0.94324696
P10809,P25705,0.93805134
P10809,P49368,0.9368978
P10809,P26639,0.932723
P10809,O14818,0.9314615
P10809,Q06609,0.9312312
P10809,O14983,0.92814326
P10809,P36542,0.92620957
P10809,Q13423,0.9259521
P10809,P36959,0.9258609
P10826,P10276,0.99395347
P10826,P13631,0.9862926
P10826,P19793,0.93155557
P10826,P48443,0.9300242
P10826,P62508,0.92821807
P10826,Q8IVH8,0.9266858
P10826,O95718,0.92656964
P10826,P41743,0.9220975
P10826,O43739,0.91966856
P10826,Q9BWU1,0.91872865
P10827,P10828,0.95624155
P10827,O75469,0.9553529
P10827,Q03181,0.953403
P10827,Q9BY66,0.94953954
P10827,Q13133,0.9492467
P10827,P11274,0.9471226
P10827,P33402,0.9452764
P10827,P32019,0.9441841
P10827,Q96RR4,0.9437072
P10827,O15530,0.9428855
P10828,Q59FW3,0.9768893
P10828,Q03181,0.9722235
P10828,P11473,0.9718938
P10828,Q07869,0.96809924
P10828,Q14289,0.9603713
P10828,P10827,0.95624155
P10828,P35398,0.9558931
P10828,Q92753,0.9550681
P10828,Q02153,0.9550117
P10828,O95259,0.9523519
P10844,P04958,0.9948202
P10844,P01552,0.97118354
P10844,P0A094,0.9656082
P10844,P15917,0.9599305
P10844,Q5EK40,0.95383304
P10844,P32890,0.95200086
P10844,O15144,0.95144045
P10844,P01591,0.9508397
P10844,P13693,0.9497236
P10844,P0A076,0.9450136
P10902,P17169,0.96906894
P10902,O32449,0.9670903
P10902,P42593,0.9661949
P10902,Q83LD8,0.9649583
P10902,P26276,0.9632673
P10902,P12995,0.9582498
P10902,P60757,0.9568335
P10902,P0A733,0.9567351
P10902,P0AB87,0.9563719
P10902,Q8ZIV7,0.9556771
P10909,P55157,0.9640368
P10909,Q9NR28,0.96349156
P10909,Q9Y6R4,0.95844126
P10909,P04114,0.9551005
P10909,P78527,0.95291376
P10909,P01270,0.9520064
P10909,Q5T4S7,0.95179826
P10909,Q13315,0.94666517
P10909,Q9NZD4,0.9453417
P10909,P02675,0.94268125
P10915,P27487,0.9690337
P10915,P51512,0.9690187
P10915,O00469,0.968516
P10915,Q13822,0.9679444
P10915,P08253,0.9674509
P10915,Q04609,0.9666438
P10915,P16278,0.9663093
P10915,P05106,0.96602225
P10915,Q12884,0.9658371
P10915,P00450,0.9654113
P10943,P59998,0.974656
P10943,Q86V67,0.97331834
P10943,O15145,0.96676064
P10943,Q8VUS8,0.96487415
P10943,B7JA91,0.9613111
P10943,Q46393,0.96070826
P10943,O15144,0.96062815
P10943,Q8NEY4,0.9600318
P10943,P21283,0.95830387
P10943,Q86YB8,0.95594144
P11021,P54652,0.9500627
P11021,P0DMV9,0.9468312
P11021,P0DMV8,0.9468312
P11021,Q06830,0.93319076
P11021,P32119,0.93237287
P11021,P40925,0.93180305
P11021,P25705,0.9308847
P11021,P55072,0.92891747
P11021,P04075,0.9248902
P11021,Q59560,0.9239532
P11086,Q5JTZ9,0.9629648
P11086,Q8TCT1,0.9616512
P11086,Q8TD43,0.9611305
P11086,P52824,0.9611103
P11086,Q9H4B4,0.95824826
P11086,P49327,0.95823026
P11086,P54802,0.95596534
P11086,Q86U10,0.95551443
P11086,Q9Y3R4,0.9551041
P11086,Q92696,0.95483404
P11137,P46821,0.9711051
P11137,P78559,0.9587951
P11137,P20810,0.93713325
P11137,Q15648,0.93001145
P11137,P48552,0.9237953
P11137,P13611,0.921786
P11137,P27816,0.9177163
P11137,Q9P2N6,0.9127989
P11137,Q9BZV3,0.91059285
P11137,P08235,0.902807
P11142,P08238,0.952503
P11142,Q05639,0.9496532
P11142,P68104,0.9490518
P11142,P68133,0.9443637
P11142,P62736,0.94409484
P11142,P54652,0.94305885
P11142,P04406,0.9429206
P11142,P63208,0.94290596
P11142,Q9BQE3,0.9426766
P11142,P01112,0.94258505
P11166,O60669,0.9560212
P11166,O15427,0.9438308
P11166,P33527,0.93312526
P11166,Q9UHI5,0.9317166
P11166,P53985,0.9286982
P11166,Q05940,0.9281285
P11166,P30825,0.92633724
P11166,O76082,0.9256568
P11166,Q96QD8,0.9252324
P11166,Q9UNQ0,0.925132
P11168,Q7Z2H8,0.9629626
P11168,P53985,0.9571512
P11168,Q92887,0.95576406
P11168,O15403,0.95173454
P11168,Q9UPY5,0.9500495
P11168,Q9H2H9,0.9473855
P11168,O95342,0.9456169
P11168,P31645,0.9429492
P11168,P23975,0.9428686
P11168,O60669,0.94274485
P11172,Q8TD30,0.97239256
P11172,Q16831,0.9685657
P11172,Q8IUZ5,0.96841264
P11172,Q6IA69,0.9681114
P11172,P27708,0.9676702
P11172,P47989,0.9658768
P11172,O15382,0.96565044
P11172,Q16798,0.96560705
P11172,P49589,0.9651759
P11172,P22102,0.9640014
P11177,P05166,0.9719046
P11177,P34896,0.96305895
P11177,O60547,0.95989853
P11177,P23378,0.9589069
P11177,P24752,0.95750976
P11177,Q9HCC0,0.9558774
P11177,P22033,0.9557047
P11177,P32929,0.95480514
P11177,P55809,0.95478606
P11177,P08559,0.9537213
P11216,P11217,0.9948844
P11216,P06737,0.9913476
P11216,P48163,0.9779645
P11216,Q99707,0.97354245
P11216,Q16798,0.971835
P11216,P23368,0.9709619
P11216,P00966,0.96928626
P11216,Q9Y3I0,0.9665232
P11216,P11586,0.9662848
P11216,P11498,0.9657413
P11217,P11216,0.9948844
P11217,P06737,0.9851433
P11217,P48163,0.96776605
P11217,P0AG16,0.96551573
P11217,Q9Y3I0,0.96524906
P11217,Q99707,0.96464145
P11217,Q16798,0.9634706
P11217,P0A8V2,0.9622476
P11217,P23368,0.96171355
P11217,Q88CZ6,0.96100044
P11226,P35247,0.9510435
P11226,Q8IWL2,0.942959
P11226,P09238,0.9301333
P11226,P00533,0.9249503
P11226,P20742,0.923123
P11226,P20645,0.9224947
P11226,P02746,0.9209287
P11226,P08254,0.9208771
P11226,O43570,0.9192193
P11226,P29317,0.91911983
P11229,P08912,0.95587564
P11229,P08173,0.9550532
P11229,P35368,0.94667625
P11229,P47871,0.9361685
P11229,Q8NFM4,0.93462896
P11229,P32238,0.9327473
P11229,P29274,0.9322674
P11229,O43497,0.9318887
P11229,O43306,0.9313483
P11229,P35348,0.9281194
P11233,P01111,0.9570237
P11233,P01116,0.95261794
P11233,P51149,0.9464895
P11233,P01112,0.94329077
P11233,P19105,0.93781245
P11233,Q99653,0.9370776
P11233,P62269,0.93511295
P11233,P63208,0.9327121
P11233,P62826,0.931676
P11233,P36543,0.9291553
P11274,P15056,0.97245944
P11274,O75912,0.9693896
P11274,Q14289,0.9678687
P11274,Q86XP1,0.96571136
P11274,Q9BY66,0.96558475
P11274,P10398,0.96459913
P11274,Q16760,0.964261
P11274,Q92831,0.9618223
P11274,P14598,0.9606496
P11274,Q92830,0.95995265
P11309,Q9HBH9,0.9447626
P11309,P09769,0.9401403
P11309,Q9BUB5,0.9397714
P11309,O00142,0.9381153
P11309,Q15418,0.93590593
P11309,P16118,0.93535393
P11309,P55211,0.9322717
P11309,P54756,0.9312008
P11309,P21964,0.93066037
P11309,O00764,0.93050176
P11310,P45954,0.9543294
P11310,P26440,0.9476205
P11310,Q9UKU7,0.94465226
P11310,P42765,0.941618
P11310,O94788,0.9389725
P11310,P30837,0.9384637
P11310,P49189,0.93814296
P11310,P00352,0.93704295
P11310,P00480,0.93479097
P11310,P47895,0.93346417
P11349,P0AAJ3,0.97153026
P11349,P35558,0.9687792
P11349,P09373,0.9615245
P11349,P42321,0.9608058
P11349,O34714,0.95833564
P11349,P0C0Y7,0.95814705
P11349,Q3J170,0.95814705
P11349,P51970,0.9560338
P11349,Q93RD8,0.95597494
P11349,P0AC47,0.955683
P11350,P0A8Q3,0.9611975
P11350,P0A6M2,0.95827895
P11350,P0A8Q0,0.95297706
P11350,A0A045KKX4,0.9507102
