drug,smiles,name
DB00006,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,Bivalirudin
DB01338,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,Pipecuronium
DB02669,[H][C@](S)(CC1=CC=CC=C1)C(=O)NCC(=O)N1[C@@]([H])(CC[C@]1([H])C1=CC=CC=C1)C(O)=O,RB106
DB00007, ,Leuprolide
DB01337,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,Pancuronium
DB02668,CC1=CC=CC=C1CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC(O)=C1C,JE-2147
DB03999,CCCCP(O)(O)=O,Butylphosphonate
DB12077, ,Urelumab
DB12076,CCCCCC1=CC=C(C=C1)C(\C)=C\C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=C(N)C=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O,Surotomycin
DB12079,[H]\C(CC\C(C)=C(/[H])CCC(=O)OC\C([H])=C(/C)CCC=C(C)C)=C(\C)CCC=C(C)C,Gefarnate
DB12078,C[C@](O)(COC1=CC=C(C=C1)C#N)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,Enobosarm
DB00091,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,Cyclosporine
DB00092, ,Alefacept
DB00090, ,Laronidase
DB00095, ,Efalizumab
DB00093, ,Felypressin
DB00094, ,Urofollitropin
DB00099, ,Filgrastim
DB00097, ,Choriogonadotropin alfa
DB00098, ,Antithymocyte immunoglobulin (rabbit)
DB12071,C1C[C@H]2CN3CCNCC4=C3C(=CC=C4)[C@H]2C1,Vabicaserin
DB12070,COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F,Letermovir
DB12073,C[C@@H](N1C=NC2=CC(Cl)=CC=C2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,Albaconazole
DB12072,CC1=C(CCC(O)=O)C(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12,Orantinib
DB12075, ,Nagrestipen
DB12074,CC1=CN([C@@H]2O[C@](CO)(C=C2)C#C)C(=O)NC1=O,Censavudine
DB12088,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CCCCN)C(=O)N1)C(N)=O,TT-232
DB12087,COC1=C(O)C=CC(CO)=C1,Vanillyl alcohol
DB12089, ,Lorvotuzumab mertansine
DB12080,C[C@H](NCCC1=C(C)C=C(OCC(O)=O)C(C)=C1)[C@H](O)C1=CC=C(O)C=C1,Ritobegron
DB12082,COC1=C(OC)C=C(C=C1)C(=O)N1CCN(CC1)C1=CC=C2NC(=O)CCC2=C1,Vesnarinone
DB12081,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC=C1[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Anecortave
DB12084,COC1=C(NC2=C(C)N=C(C=C2)S(C)(=O)=O)N=CN=C1OC1CCN(CC1)C(=O)OC(C)C,ADP-597
DB12083,OS(=O)(=O)CCS[C@H]1CCO[P@@](=O)(N1)N(CCCl)CCCl,Mafosfamide
DB12086,CC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,Oxitropium
DB12085,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C1=NC(=CS1)C(=O)C1=CC=C(F)C=C1,LCL-161
DB12099,[H][C@](CCCN)(CC1=CN(CCC)C=N1)C(O)=O,"UK-396,082"
DB12098,NC[C@@H](CC(O)=O)C1=CC=C(Cl)C=C1,L-Baclofen
DB12091, ,Gadolinium
DB12090, ,Patritumab
DB12093,COC1=CC=C2C[C@@H]3N(CCC4=CC(OC)=C(OC)C=C34)CC2=C1OC,Tetrahydropalmatine
DB12092,COC1=CC=CC=C1N1CCN(CC(O)COC2=CC=CC3=CC=CC=C23)CC1,Naftopidil
DB12095,CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,Telotristat ethyl
DB12094,C\C(=N/NC(N)=N)C1=CC(=CC(NC(=O)CCCCCCCCC(=O)NC2=CC(=CC(=C2)C(\C)=N\NC(N)=N)C(\C)=N\NC(N)=N)=C1)C(\C)=N\NC(N)=N,Semapimod
DB12097,CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O,Mannitol busulfan
DB12096,CC(C)N1N=CC2=C1C(=O)CC1(CCN(CC1)C(=O)C1=CC=C3N=C(C)NC3=C1)C2,PF-05175157
DB13365, ,Calcium lactate gluconate
DB14696, ,Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) live (attenuated) antigen
DB12032,C[C@H]1CC(CN)(CC(O)=O)C[C@@H]1C,Atagabalin
DB13366, ,Hydrochloric acid
DB14697, ,Influenza B virus B/Colorado/06/2017 live (attenuated) antigen
DB12035,[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,Sarecycline
DB13363,[H][C@]1(O)CN(C(C)=O)[C@@]([H])(C1)C(O)=O,Oxaceprol
DB14694, ,Beef liver
DB12034, ,Gantenerumab
DB13364,CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,Feprazone
DB14695,[OH-].[O--].[Fe+3],Ferric oxyhydroxide
DB12037,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)OC1=C2C=CC(OCCN3CCOCC3)=C(Cl)C2=NC(=C1)C1=CSC(NC(C)C)=N1)C(O)=O,Vedroprevir
DB13369,CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Benzilone
DB12036,CCC1=C(O[C@@H]2CCN(C2)C(=O)C=C)N=C(NC2=CC=C(C=C2)N2CCC(CC2)N2CCN(C)CC2)C(=N1)C(N)=O,Naquotinib
DB12039,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,Epicatechin
DB13367,CCOC(=O)COC1=CC=C2C(C)=C(CCN(CC)CC)C(=O)OC2=C1Cl,Cloricromen
DB14698, ,"Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (UV,formaldehyde inactivated)"
DB12038, ,Ulinastatin
DB13368,CCNC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C=C(OC)C(C)=C1C,Motretinide
DB14699, ,"Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)"
DB00051, ,Adalimumab
DB00052, ,Somatotropin
DB01382,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1,Glymidine
DB01381, ,Ginkgo biloba
DB00050,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,Cetrorelix
DB01380,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Cortisone acetate
DB00055, ,Drotrecogin alfa
DB00056, ,Gemtuzumab ozogamicin
DB00053, ,Imiglucerase
DB00054, ,Abciximab
DB01384,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Paramethasone
DB00059, ,Pegaspargase
DB00057, ,Indium In-111 satumomab pendetide
DB00058, ,Alpha-1-proteinase inhibitor
DB01388,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,Mibefradil
DB13361,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C,Trimethyldiphenylpropylamine
DB14692, ,Turmeric oil
DB13362,CCC(C(=O)NC(N)=O)C1=CC=CC=C1,Pheneturide
DB14693, ,Atractylodes lancea root
DB12031, ,Ammonio methacrylate copolymer type A
DB14690, ,Ginger oil
DB12030,C[C@H](CCC(=O)N[C@@H](CCCCNC(=S)NC1=CC=C(C2C3=CC=C(O)C=C3OC3=C2C=CC(O)=C3)C(=C1)C(O)=O)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Fluorescein lisicol
DB13360,CN(C(=S)OC1=CC=C2[C@H]3CC[C@H](C3)C2=C1)C1=CC(C)=CC=C1,Tolciclate
DB14691, ,Willow bark
DB12044,COC1=CC2=CC=C(C=C2C=C1)C1=CC(=NN1[C@@H](C)C1=CC=C(C=C1)C(=O)NCCC(O)=O)C1=CC(Cl)=CC(Cl)=C1,MK-0893
DB13376,O=C1CCC(=O)N1,Succinimide
DB12043,CC(C)OC(=O)CCC[C@H]1CC[C@H]2[C@H](C[C@@H](O)[C@@H]2\C=C\[C@@H](O)COC2=CC(F)=CC=C2F)OC1,Sepetaprost
DB13377,CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,Vinbarbital
DB12046,CCOC1=CC2=C(C(=N)N(CC(=O)C3=CC(=C(OC)C(=C3)N3CCOCC3)C(C)(C)C)C2)C(F)=C1OCC,Atopaxar
DB13374,[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OC,Vincamine
DB12045,CC(C)C(=O)OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,Mericitabine
DB13375, ,Edrecolomab
DB12048,C[C@H](N1N=NC2=NC=C(N=C12)C1=CN(C)N=C1)C1=CN2C=CN=C2C=C1,Savolitinib
DB12047,CC(C)C1=C(O)C=C(O)C(=C1)C1=NNC(=O)N1C1=CC2=C(C=C1)N(C)C=C2,Ganetespib
DB13378,NCC(O)C1=CC(O)=CC=C1,Norfenefrine
DB12049,CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@H](CC[C@H]2CN1)OC1=CC=CC(Cl)=C1C1=NN=NN1,Dasolampanel etibutil
DB13379,[Na+].OC([O-])=O.OC1=C(I)C=C(C2=CC=CN=C12)S(O)(=O)=O,Chiniofon
DB01390,[Na+].OC([O-])=O,Sodium bicarbonate
DB00062, ,Albumin human
DB01394,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,Colchicine
DB00063, ,Eptifibatide
DB01393,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,Bezafibrate
DB00060, ,Interferon beta-1a
DB01392,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,Yohimbine
DB00061, ,Pegademase
DB00066, ,Follitropin
DB00067, ,Vasopressin
DB01397,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,Magnesium salicylate
DB01396,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,Digitoxin
DB00065, ,Infliximab
DB01395,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,Drospirenone
DB00068, ,Interferon beta-1b
DB00069, ,Interferon alfacon-1
DB01399,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,Salsalate
DB12040,CCCCCCC(C)OC(=O)C(=C)C#N,2-octyl cyanoacrylate
DB13372, ,Calcium alginate
DB13373,[Cl-].NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1.C[N+]1=C2C=C(N)C=CC2=CC2=C1C=C(N)C=C2,Acriflavinium chloride
DB12042,CC1=CC=C2C=C(SC2=C1)C(=O)NC1(CCCC1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)NCC1CCN(CC2CCOCC2)CC1,Ibodutant
DB13370,CC(C)C(Br)C(=O)NC(N)=O,Bromisoval
DB12041,CC1=CC=C2C(NC[C@](O)(CC(C)(C)C3=CC(F)=CC4=C3OCC4)C(F)(F)F)=CC=CC2=N1,Mapracorat
DB13371,O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=CC=CC=N1,Difenpiramide
DB12055,COC1=CC=C(CC2OC(=O)NC2=O)C=C1C(=O)NCC1=CC=C(C=C1)C(F)(F)F,MK-0767
DB13387,[OH-].[Fe+3].CC1=C2[N-]C(\C=C3/N=C(/C=C4\[N-]\C(=C/C5=N/C(=C\2)/C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC(O)=O)=C1CCC(O)=O,Hematin
DB12054,CC(C)C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)C(C)C,BQ-123
DB13388,[O-][N+](=O)O[Hg]C1=CC=CC=C1,Phenylmercuric nitrate
DB12057,COC[C@@]1(C)CCCN2CCC3=C(OC4=CC=CC=C34)[C@H]12,ORM-12741
DB13385, ,Dihydroergocryptine
DB12056, ,Trebananib
DB13386,COC1=CC=C2[C@H]3CC[C@]4(C)[C@H](O)[C@H](O)C[C@H]4[C@@H]3CCC2=C1,Epimestrol
DB12059,CCCCN1C=CC(N2CCC(CC2)C2=CC=CC=C2)=C(Cl)C1=O,JNJ-40411813
DB12058,COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(OC)C=C(OCC(O)=O)C=C2O1,Recoflavone
DB13389,OCC(O)CN1C=C(I)C(=O)C(I)=C1,Iopydol
DB00070, ,Hyaluronidase (ovine)
DB00073, ,Rituximab
DB00074, ,Basiliximab
DB00071, ,Insulin pork
DB00072, ,Trastuzumab
DB00078, ,Ibritumomab tiuxetan
DB00075, ,Muromonab
DB00076, ,Digoxin Immune Fab (Ovine)
DB13380,CN(C)C(C)(C)COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Difemerine
DB12051,CS(=O)(=O)NC1=CC=C2NC(=NS(=O)(=O)C2=C1)C1=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2N(CC2=CC=C(F)C=C2)C1=O,Setrobuvir
DB13383,OC(CI)CI,Diiodohydroxypropane
DB12050,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CN=C2N(CCO)C1=O,LY-3039478
DB13384,CN(C)CCC=C1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12,Melitracen
DB12053, ,Visilizumab
DB13381,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4,Sodium feredetate
DB12052,COC1=CC=C(C=C1)C1=C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(CC=C(C)C)=C2O1,Icariin
DB13382,CCN(CC)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,Chlorproethazine
DB12066,CNC(=O)C1=CC=C2C=C(C=CC2=C1)[C@@]1(O)CCN2C=NC=C12,Orteronel
DB13398,COC1=CC(=CC=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,Oxyfedrine
DB12065,CC1=CC[C@@H](CC1)C(=O)N([C@H]1CC[C@](O)(CO[C@H]2CCOC2)CC1)C1=C(SC(=C1)C#CC(C)(C)C)C(O)=O,Radalbuvir
DB13399,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CN2C)NC(=O)N(CC)CC,Terguride
DB12068,COC1=CC=C(NS(=O)(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C=C1NC(N)=O,T-900607
DB13396,NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,Neocitrullamon
DB12067,CC1=C([C@H](N2N=CC=C2N1)C1=CC=C(Cl)C(Cl)=C1)C(=O)N1CCC[C@H]1C1=CC=C(F)C=C1,BMS-394136
DB13397,C(CC1=NC(CC(C2=CC=CC=C2)C2=CC=CC=C2)=NO1)N1CCCCC1,Prenoxdiazine
DB12069,COC1=CC2=NC(=CC(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](CC(=O)N3CCCCC3)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C3CC3)=C2C=C1)C1=CC=CC=C1,Sovaprevir
DB00080,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=CC=CC=C2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O,Daptomycin
DB00081, ,Tositumomab
DB00085, ,Pancrelipase
DB00082, ,Pegvisomant
DB00083, ,Botulinum toxin type A
DB00088, ,Alglucerase
DB00089, ,Capromab pendetide
DB00086, ,Streptokinase
DB00087, ,Alemtuzumab
DB13391,[H][C@]12C[C@]([H])(C(=O)C=C1C)C2(C)C,Levoverbenone
DB12060,[O-][N+](=O)C1(CN(C1)C(=O)CBr)[N+]([O-])=O,RRx-001
DB12062,CC[C@H]1N(C(C)C)C2=NC(NC3=CC=C(C=C3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)=NC=C2N(C)C1=O,Volasertib
DB13394,CNCC(=O)C1=CC(O)=C(O)C=C1,Adrenalone
DB12061,CN1CCN(CC1)C1=C2OC(=O)NC2=CC=C1,Pardoprunox
DB13395,COC(CN1CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,Eprozinol
DB12064,CCOC1=C(C(=O)NC2=CC=C(OC3=C(Cl)C(N)=NC=C3)C(F)=C2)C(=O)N(C=C1)C1=CC=C(F)C=C1,BMS-777607
DB13392,[Na+].[Na+].O[Hg]C1=C([O-])C(Br)=CC2=C1OC1=CC(=O)C(Br)=CC1=C2C1=CC=CC=C1C([O-])=O,Merbromin
DB12063,CC1=CC=C(COC(=O)N2CC[C@H](CNC3=NC=CC=N3)[C@H](F)C2)C=C1,CERC-301
DB13393,[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(OC)=C(OC)C=C12,Emetine
DB02709,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,Resveratrol
DB02711,OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCCOP(O)(O)=O)C2=C1NC(=O)NC2=O,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate"
DB02710,[H][C@@](CO)(NC(=O)C1=C(O)C(O)=CC=C1)C(O)=O,"2,3,-Dihydroxybenzoylserine"
DB02715,[H][C@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1,Compound 18
DB02714,OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O,3'-Uridinemonophosphate
DB02713,CC(=O)NCC(O)=O,Acetylamino-Acetic Acid
DB02712,FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1,Sorbinil
DB02719,[H]N([H])C(=O)[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C-(1-hydrogyl-beta-D-glucopyranosyl) formamide
DB02717,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Cellotetraose
DB02716,C[N+]1=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,7-methyl-guanosine-5'-triphosphate
DB14700, ,Damoctocog alfa pegol
DB14701,CCOC(=O)C(CC1=C2C=CC=NC2=C(O)C=C1)NCC#C,Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate
DB14704,OC[C@H](O)[C@H](O)[C@H](O)CO,Ribitol
DB14705,CCCCCCCCCCCCCCCCC(O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,Ceramide AP
DB14702,[Na+].[O-][V](=O)=O,Sodium metavanadate
DB14703,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=CC(=C3)S(O)(=O)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Dexamethasone metasulfobenzoate
DB14708,CC1=CC=C(C=C1)S(=O)(=O)NCl,Tosylchloramide
DB14709, ,Bean
DB14706,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,Ceramide NG
DB14707, ,Cemiplimab
DB02722,CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O,4-O-methyl-beta-D-glucuronic acid
DB02721,IC1=CNN=C1,4-Iodopyrazole
DB02720,[H]N([H])C(=O)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,alpha-D-glucopyranosyl-2-carboxylic acid amide
DB02726,OC(=O)COP(O)(O)=O,2-Phosphoglycolic Acid
DB02725,[H][C@](N)(CC[C@@]1([H])C=CC([H])(N)C=C1)C(O)=O,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid"
DB02724,O1N2C(=[O+][Fe-3]1134ON(C(=[O+]1)C)CCC[C@](C(=O)N[C@@](C(=O)N[C@@](C(O)=O)([C@@]([C@]1(S[C@@](N5C=C\C(=N\C(N)=O)N(C5=O)C)([C@@]([C@]1([H])O)([H])O)[H])[H])([H])O)[H])([H])CO)([H])NC([C@@]([H])(CCCN(O3)C(=[O+]4)C)NC([C@]([H])(N)CCC2)=O)=O)C,Delta-2-Albomycin A1
DB02723,O\N=C(/N)N1CCC(CC1)CNC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)S(=O)(=O)CC1=CC=CC=C1,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide"
DB02729,O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC=CC(=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)[C@@H]1CC1=CC=CC=C1,SD146
DB02728,CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester
DB02727,CCCC\N=C(/N)NO,2-butyl-1-hydroxyguanidine
DB14711, ,"Smallpox (Vaccinia) Vaccine, Live"
DB14712, ,Elapegademase
DB14710, ,Camponotus pennsylvanicus
DB14715,OC(=O)CCC(=O)OC1N=C(C2=CC=CC=C2Cl)C2=CC(Br)=CC=C2NC1=O,Cinazepam
DB14716,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N12,Clonazolam
DB14713, ,Inotersen
DB14714,[H][C@@](O)(CC[C@@]1([H])[C@@H](C)C=CC2=C[C@H](C)C[C@H](OC(=O)C(C)(C)CC)[C@]12[H])C[C@@H](O)CC(O)=O,Tenivastatin
DB14719,O=C1CN=C(C2=C(N1)SC1=C2CCCC1)C1=CC=CC=C1,Bentazepam
DB14717,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(=C3)[N+]([O-])=O)N12,Nitrazolam
DB14718,CC1=NN=C2CN=C(C3=CC=CC=N3)C3=C(C=CC(Br)=C3)N12,Pyrazolam
